"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"186:43:18","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:43:19","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.58","0.58","0.58","0.58"
"186:43:20","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:43:21","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:43:22","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.55","0.55","0.55","0.55"
"186:43:23","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:43:24","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:25","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.58","0.58","0.58","0.58"
"186:43:26","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:43:27","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:28","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:43:29","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.55","0.55","0.55","0.55"
"186:43:30","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:43:31","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:32","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:43:33","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.58","0.58","0.58","0.58"
"186:43:34","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:35","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:43:36","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:37","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:43:38","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.58","0.58","0.58","0.58"
"186:43:39","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:43:40","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:43:41","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.55","0.55","0.55","0.55"
"186:43:42","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:43:43","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.58","0.58","0.58","0.58"
"186:43:44","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:45","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:43:46","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:47","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:43:48","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:43:49","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:43:50","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:43:51","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:52","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:43:53","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:43:54","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:55","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:43:56","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:43:57","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:43:58","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:43:59","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:44:00","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:01","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:44:02","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:03","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:44:04","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:44:05","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:06","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:44:07","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:08","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:09","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:44:10","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:11","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:44:12","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:13","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:14","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:44:15","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:16","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.58","0.58","0.58","0.58"
"186:44:17","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.58","0.58","0.58","0.58"
"186:44:18","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:19","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:44:20","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:44:21","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:22","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:44:23","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:24","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:44:25","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:26","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:27","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:44:28","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:29","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:30","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:44:31","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.62","0.62","0.62","0.62"
"186:44:32","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:44:33","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:34","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:44:35","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:44:36","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:37","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.58","0.58","0.58","0.58"
"186:44:38","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.58","0.58","0.58","0.58"
"186:44:39","0.50","0.50","0.50","0.50","0.41","0.41","0.41","0.41","0.61","0.61","0.61","0.61"
"186:44:40","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.56","0.56","0.56","0.56"
"186:44:41","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.60","0.60","0.60","0.60"
"186:44:42","0.50","0.50","0.50","0.50","0.41","0.41","0.41","0.41","0.59","0.59","0.59","0.59"
"186:44:43","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:44:44","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:44:45","0.49","0.49","0.49","0.49","0.41","0.41","0.41","0.41","0.57","0.57","0.57","0.57"
"186:44:46","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:44:47","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:44:48","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:44:49","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:44:50","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:44:51","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:44:52","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:44:53","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:44:54","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:44:55","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:44:56","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:44:57","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:44:58","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:44:59","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:45:00","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:01","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:02","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:45:03","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:45:04","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:05","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:06","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:45:07","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:45:08","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:09","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:10","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:45:11","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:45:12","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:13","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:45:14","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:45:15","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:16","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:17","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:45:18","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:45:19","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:20","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:45:21","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:45:22","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:23","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:45:24","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:45:25","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:26","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:27","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:45:28","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:29","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:30","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:45:31","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:45:32","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:33","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:45:34","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:45:35","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:36","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:45:37","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:38","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:39","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:45:40","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:41","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:42","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:45:43","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.63","0.63","0.63","0.63"
"186:45:44","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:45:45","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:45:46","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.63","0.63","0.63","0.63"
"186:45:47","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:45:48","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:45:49","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:50","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:45:51","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:52","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:53","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:45:54","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:45:55","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:45:56","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.63","0.63","0.63","0.63"
"186:45:57","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:45:58","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:45:59","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.63","0.63","0.63","0.63"
"186:46:00","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:46:01","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:46:02","0.49","0.49","0.49","0.49","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:46:03","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:46:04","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:46:05","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:46:06","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:07","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:46:08","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:46:09","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:10","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:46:11","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:46:12","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.62","0.62","0.62","0.62"
"186:46:13","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.62","0.62","0.62","0.62"
"186:46:14","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:46:15","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.61","0.61","0.61","0.61"
"186:46:16","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:17","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:18","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"186:46:19","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:20","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"186:46:21","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:22","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.62","0.62","0.62","0.62"
"186:46:23","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.61","0.61","0.61","0.61"
"186:46:24","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"186:46:25","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.61","0.61","0.61","0.61"
"186:46:26","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.62","0.62","0.62","0.62"
"186:46:27","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:28","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"186:46:29","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:30","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"186:46:31","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:32","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:33","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.61","0.61","0.61","0.61"
"186:46:34","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:35","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.61","0.61","0.61","0.61"
"186:46:36","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:37","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:38","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"186:46:39","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:40","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.61","0.61","0.61","0.61"
"186:46:41","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:42","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.61","0.61","0.61","0.61"
"186:46:43","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:44","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"186:46:45","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:46","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.62","0.62","0.62","0.62"
"186:46:47","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:48","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:49","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"186:46:50","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:51","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.62","0.62","0.62","0.62"
"186:46:52","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:53","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"186:46:54","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:55","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.62","0.62","0.62","0.62"
"186:46:56","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:46:57","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"186:46:58","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:46:59","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.62","0.62","0.62","0.62"
"186:47:00","0.49","0.49","0.49","0.49","0.43","0.43","0.43","0.43","0.59","0.59","0.59","0.59"
"186:47:01","0.49","0.49","0.49","0.49","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:47:02","0.49","0.49","0.49","0.49","0.43","0.43","0.43","0.43","0.62","0.62","0.62","0.62"
"186:47:03","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:47:04","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:47:05","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.58","0.58","0.58","0.58"
"186:47:06","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.61","0.61","0.61","0.61"
"186:47:07","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:47:08","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:47:09","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.57","0.57","0.57","0.57"
"186:47:10","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.61","0.61","0.61","0.61"
"186:47:11","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:47:12","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.60","0.60","0.60","0.60"
"186:47:13","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.57","0.57","0.57","0.57"
"186:47:14","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.60","0.60","0.60","0.60"
"186:47:15","0.50","0.50","0.50","0.50","0.43","0.43","0.43","0.43","0.63","0.63","0.63","0.63"
"186:47:16","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.61","0.61","0.61","0.61"
"186:47:17","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:47:18","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.59","0.59","0.59","0.59"
"186:47:19","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.63","0.63","0.63","0.63"
"186:47:20","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
"186:47:21","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:47:22","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.58","0.58","0.58","0.58"
"186:47:23","0.50","0.50","0.50","0.50","0.42","0.42","0.42","0.42","0.62","0.62","0.62","0.62"
