,,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
77:27:56,6223,103.7166667,0.533,0.655,0.511
77:27:57,6224,103.7333333,0.533,0.654,0.512
77:27:58,6225,103.75,0.531,0.655,0.511
77:27:59,6226,103.7666667,0.533,0.655,0.512
77:28:00,6227,103.7833333,0.533,0.655,0.51
77:28:01,6228,103.8,0.532,0.654,0.512
77:28:02,6229,103.8166667,0.532,0.656,0.511
77:28:03,6230,103.8333333,0.533,0.656,0.512
77:28:04,6231,103.85,0.531,0.655,0.511
77:28:05,6232,103.8666667,0.532,0.654,0.512
77:28:06,6233,103.8833333,0.533,0.656,0.511
77:28:07,6234,103.9,0.533,0.653,0.511
77:28:08,6235,103.9166667,0.531,0.653,0.511
77:28:09,6236,103.9333333,0.533,0.653,0.511
77:28:10,6237,103.95,0.532,0.653,0.511
77:28:11,6238,103.9666667,0.531,0.652,0.511
77:28:12,6239,103.9833333,0.532,0.654,0.512
77:28:13,6240,104,0.533,0.653,0.51
77:28:14,6241,104.0166667,0.532,0.652,0.512
77:28:15,6242,104.0333333,0.532,0.654,0.51
77:28:16,6243,104.05,0.533,0.654,0.511
77:28:17,6244,104.0666667,0.531,0.654,0.511
77:28:18,6245,104.0833333,0.533,0.655,0.512
77:28:19,6246,104.1,0.532,0.655,0.511
77:28:20,6247,104.1166667,0.532,0.653,0.512
77:28:21,6248,104.1333333,0.532,0.656,0.511
77:28:22,6249,104.15,0.533,0.654,0.512
77:28:23,6250,104.1666667,0.531,0.655,0.512
77:28:24,6251,104.1833333,0.533,0.655,0.512
77:28:25,6252,104.2,0.532,0.654,0.511
77:28:26,6253,104.2166667,0.532,0.653,0.512
77:28:27,6254,104.2333333,0.533,0.655,0.512
77:28:28,6255,104.25,0.533,0.653,0.511
77:28:29,6256,104.2666667,0.531,0.653,0.512
77:28:30,6257,104.2833333,0.532,0.655,0.511
77:28:31,6258,104.3,0.533,0.654,0.512
77:28:32,6259,104.3166667,0.532,0.655,0.511
77:28:33,6260,104.3333333,0.533,0.655,0.512
77:28:34,6261,104.35,0.533,0.654,0.511
77:28:35,6262,104.3666667,0.532,0.654,0.512
77:28:36,6263,104.3833333,0.532,0.656,0.511
77:28:37,6264,104.4,0.533,0.654,0.511
77:28:38,6265,104.4166667,0.531,0.654,0.511
77:28:39,6266,104.4333333,0.533,0.655,0.512
77:28:40,6267,104.45,0.533,0.655,0.511
77:28:41,6268,104.4666667,0.533,0.654,0.512
77:28:42,6269,104.4833333,0.532,0.657,0.512
77:28:43,6270,104.5,0.533,0.656,0.511
77:28:44,6271,104.5166667,0.532,0.655,0.512
77:28:45,6272,104.5333333,0.532,0.655,0.512
77:28:46,6273,104.55,0.533,0.655,0.511
77:28:47,6274,104.5666667,0.532,0.654,0.511
77:28:48,6275,104.5833333,0.532,0.656,0.512
77:28:49,6276,104.6,0.533,0.656,0.511
77:28:50,6277,104.6166667,0.532,0.655,0.512
77:28:51,6278,104.6333333,0.532,0.656,0.511
77:28:52,6279,104.65,0.533,0.656,0.512
77:28:53,6280,104.6666667,0.533,0.656,0.511
77:28:54,6281,104.6833333,0.533,0.655,0.512
77:28:55,6282,104.7,0.533,0.657,0.511
77:28:56,6283,104.7166667,0.533,0.655,0.512
77:28:57,6284,104.7333333,0.532,0.653,0.512
77:28:58,6285,104.75,0.533,0.654,0.512
77:28:59,6286,104.7666667,0.533,0.654,0.511
77:29:00,6287,104.7833333,0.532,0.652,0.512
77:29:01,6288,104.8,0.532,0.655,0.512
77:29:02,6289,104.8166667,0.533,0.655,0.512
77:29:03,6290,104.8333333,0.532,0.653,0.512
77:29:04,6291,104.85,0.532,0.653,0.512
77:29:05,6292,104.8666667,0.533,0.654,0.512
77:29:06,6293,104.8833333,0.532,0.653,0.511
77:29:07,6294,104.9,0.532,0.653,0.512
77:29:08,6295,104.9166667,0.533,0.655,0.511
77:29:09,6296,104.9333333,0.533,0.654,0.512
77:29:10,6297,104.95,0.532,0.655,0.511
77:29:11,6298,104.9666667,0.534,0.656,0.513
77:29:12,6299,104.9833333,0.533,0.656,0.512
77:29:13,6300,105,0.533,0.654,0.513
77:29:14,6301,105.0166667,0.533,0.657,0.511
77:29:15,6302,105.0333333,0.534,0.655,0.512
77:29:16,6303,105.05,0.532,0.655,0.512
77:29:17,6304,105.0666667,0.533,0.656,0.512
77:29:18,6305,105.0833333,0.533,0.656,0.512
77:29:19,6306,105.1,0.532,0.655,0.512
77:29:20,6307,105.1166667,0.532,0.657,0.513
77:29:21,6308,105.1333333,0.533,0.656,0.512
77:29:22,6309,105.15,0.532,0.655,0.513
77:29:23,6310,105.1666667,0.532,0.656,0.512
77:29:24,6311,105.1833333,0.534,0.657,0.513
77:29:25,6312,105.2,0.533,0.656,0.511
77:29:26,6313,105.2166667,0.532,0.656,0.513
77:29:27,6314,105.2333333,0.533,0.658,0.511
77:29:28,6315,105.25,0.534,0.656,0.512
77:29:29,6316,105.2666667,0.532,0.657,0.512
77:29:30,6317,105.2833333,0.534,0.657,0.513
77:29:31,6318,105.3,0.533,0.657,0.512
77:29:32,6319,105.3166667,0.533,0.656,0.513
77:29:33,6320,105.3333333,0.533,0.658,0.512
77:29:34,6321,105.35,0.534,0.656,0.512
77:29:35,6322,105.3666667,0.532,0.657,0.513
77:29:36,6323,105.3833333,0.533,0.658,0.512
77:29:37,6324,105.4,0.533,0.657,0.512
77:29:38,6325,105.4166667,0.532,0.656,0.512
77:29:39,6326,105.4333333,0.533,0.658,0.513
77:29:40,6327,105.45,0.533,0.658,0.511
77:29:41,6328,105.4666667,0.532,0.656,0.513
77:29:42,6329,105.4833333,0.532,0.657,0.512
77:29:43,6330,105.5,0.534,0.657,0.512
77:29:44,6331,105.5166667,0.532,0.657,0.512
77:29:45,6332,105.5333333,0.533,0.658,0.513
77:29:46,6333,105.55,0.533,0.659,0.512
77:29:47,6334,105.5666667,0.533,0.657,0.513
77:29:48,6335,105.5833333,0.532,0.658,0.512
77:29:49,6336,105.6,0.534,0.658,0.512
77:29:50,6337,105.6166667,0.533,0.658,0.512
77:29:51,6338,105.6333333,0.533,0.657,0.513
77:29:52,6339,105.65,0.533,0.659,0.512
77:29:53,6340,105.6666667,0.534,0.657,0.512
77:29:54,6341,105.6833333,0.532,0.658,0.512
77:29:55,6342,105.7,0.534,0.659,0.512
77:29:56,6343,105.7166667,0.534,0.658,0.513
77:29:57,6344,105.7333333,0.533,0.657,0.512
77:29:58,6345,105.75,0.533,0.659,0.513
77:29:59,6346,105.7666667,0.534,0.659,0.511
77:30:00,6347,105.7833333,0.533,0.658,0.513
77:30:01,6348,105.8,0.533,0.659,0.512
77:30:02,6349,105.8166667,0.534,0.659,0.513
77:30:03,6350,105.8333333,0.533,0.659,0.512
77:30:04,6351,105.85,0.533,0.658,0.513
77:30:05,6352,105.8666667,0.534,0.659,0.512
77:30:06,6353,105.8833333,0.534,0.657,0.513
77:30:07,6354,105.9,0.532,0.658,0.513
77:30:08,6355,105.9166667,0.534,0.659,0.513
77:30:09,6356,105.9333333,0.533,0.659,0.513
77:30:10,6357,105.95,0.533,0.658,0.513
77:30:11,6358,105.9666667,0.533,0.661,0.513
77:30:12,6359,105.9833333,0.534,0.659,0.512
77:30:13,6360,106,0.533,0.658,0.513
77:30:14,6361,106.0166667,0.534,0.659,0.512
77:30:15,6362,106.0333333,0.534,0.66,0.513
77:30:16,6363,106.05,0.533,0.659,0.513
77:30:17,6364,106.0666667,0.534,0.66,0.514
77:30:18,6365,106.0833333,0.535,0.661,0.512
77:30:19,6366,106.1,0.534,0.659,0.514
77:30:20,6367,106.1166667,0.533,0.661,0.513
77:30:21,6368,106.1333333,0.535,0.66,0.513
77:30:22,6369,106.15,0.533,0.66,0.512
77:30:23,6370,106.1666667,0.534,0.66,0.513
77:30:24,6371,106.1833333,0.534,0.661,0.512
77:30:25,6372,106.2,0.533,0.659,0.513
77:30:26,6373,106.2166667,0.533,0.662,0.513
77:30:27,6374,106.2333333,0.534,0.66,0.513
77:30:28,6375,106.25,0.533,0.659,0.513
77:30:29,6376,106.2666667,0.534,0.66,0.513
77:30:30,6377,106.2833333,0.534,0.66,0.513
77:30:31,6378,106.3,0.533,0.659,0.513
77:30:32,6379,106.3166667,0.534,0.661,0.513
77:30:33,6380,106.3333333,0.534,0.661,0.512
77:30:34,6381,106.35,0.533,0.66,0.513
77:30:35,6382,106.3666667,0.533,0.661,0.513
77:30:36,6383,106.3833333,0.534,0.661,0.513
77:30:37,6384,106.4,0.533,0.66,0.513
77:30:38,6385,106.4166667,0.534,0.661,0.514
77:30:39,6386,106.4333333,0.534,0.662,0.512
77:30:40,6387,106.45,0.534,0.66,0.514
77:30:41,6388,106.4666667,0.533,0.662,0.513
77:30:42,6389,106.4833333,0.535,0.662,0.513
77:30:43,6390,106.5,0.533,0.661,0.513
77:30:44,6391,106.5166667,0.534,0.661,0.514
77:30:45,6392,106.5333333,0.534,0.662,0.512
77:30:46,6393,106.55,0.534,0.66,0.513
77:30:47,6394,106.5666667,0.533,0.663,0.514
77:30:48,6395,106.5833333,0.535,0.662,0.513
77:30:49,6396,106.6,0.534,0.661,0.513
77:30:50,6397,106.6166667,0.533,0.661,0.513
77:30:51,6398,106.6333333,0.535,0.663,0.514
77:30:52,6399,106.65,0.535,0.661,0.513
77:30:53,6400,106.6666667,0.534,0.662,0.514
77:30:54,6401,106.6833333,0.534,0.663,0.513
77:30:55,6402,106.7,0.535,0.662,0.514
77:30:56,6403,106.7166667,0.533,0.662,0.513
77:30:57,6404,106.7333333,0.534,0.663,0.514
77:30:58,6405,106.75,0.534,0.663,0.512
77:30:59,6406,106.7666667,0.534,0.661,0.514
77:31:00,6407,106.7833333,0.533,0.663,0.513
77:31:01,6408,106.8,0.535,0.663,0.513
77:31:02,6409,106.8166667,0.533,0.662,0.513
77:31:03,6410,106.8333333,0.533,0.661,0.514
77:31:04,6411,106.85,0.534,0.664,0.513
77:31:05,6412,106.8666667,0.534,0.661,0.513
77:31:06,6413,106.8833333,0.533,0.663,0.514
77:31:07,6414,106.9,0.534,0.663,0.513
77:31:08,6415,106.9166667,0.534,0.662,0.514
77:31:09,6416,106.9333333,0.533,0.662,0.514
77:31:10,6417,106.95,0.534,0.663,0.514
77:31:11,6418,106.9666667,0.534,0.661,0.513
77:31:12,6419,106.9833333,0.533,0.661,0.514
77:31:13,6420,107,0.534,0.663,0.513
77:31:14,6421,107.0166667,0.535,0.661,0.513
77:31:15,6422,107.0333333,0.533,0.661,0.513
77:31:16,6423,107.05,0.534,0.662,0.514
77:31:17,6424,107.0666667,0.534,0.663,0.513
77:31:18,6425,107.0833333,0.534,0.661,0.514
77:31:19,6426,107.1,0.533,0.663,0.514
77:31:20,6427,107.1166667,0.535,0.663,0.513
77:31:21,6428,107.1333333,0.534,0.663,0.513
77:31:22,6429,107.15,0.534,0.661,0.513
77:31:23,6430,107.1666667,0.534,0.663,0.513
77:31:24,6431,107.1833333,0.535,0.662,0.513
77:31:25,6432,107.2,0.533,0.661,0.514
77:31:26,6433,107.2166667,0.534,0.662,0.513
77:31:27,6434,107.2333333,0.535,0.663,0.513
77:31:28,6435,107.25,0.534,0.662,0.513
77:31:29,6436,107.2666667,0.534,0.663,0.515
77:31:30,6437,107.2833333,0.535,0.664,0.513
77:31:31,6438,107.3,0.535,0.662,0.514
77:31:32,6439,107.3166667,0.533,0.663,0.514
77:31:33,6440,107.3333333,0.535,0.664,0.514
77:31:34,6441,107.35,0.534,0.664,0.513
77:31:35,6442,107.3666667,0.534,0.663,0.514
77:31:36,6443,107.3833333,0.534,0.666,0.513
77:31:37,6444,107.4,0.535,0.664,0.513
77:31:38,6445,107.4166667,0.533,0.664,0.514
77:31:39,6446,107.4333333,0.534,0.664,0.514
77:31:40,6447,107.45,0.535,0.665,0.513
77:31:41,6448,107.4666667,0.534,0.663,0.513
77:31:42,6449,107.4833333,0.533,0.663,0.515
77:31:43,6450,107.5,0.535,0.664,0.514
77:31:44,6451,107.5166667,0.534,0.663,0.514
77:31:45,6452,107.5333333,0.534,0.663,0.514
77:31:46,6453,107.55,0.534,0.665,0.514
77:31:47,6454,107.5666667,0.535,0.664,0.513
77:31:48,6455,107.5833333,0.534,0.663,0.515
77:31:49,6456,107.6,0.534,0.665,0.513
77:31:50,6457,107.6166667,0.535,0.664,0.514
77:31:51,6458,107.6333333,0.533,0.664,0.513
77:31:52,6459,107.65,0.534,0.663,0.515
77:31:53,6460,107.6666667,0.535,0.665,0.513
77:31:54,6461,107.6833333,0.535,0.663,0.514
77:31:55,6462,107.7,0.534,0.664,0.514
77:31:56,6463,107.7166667,0.535,0.664,0.514
77:31:57,6464,107.7333333,0.535,0.665,0.513
77:31:58,6465,107.75,0.535,0.662,0.514
77:31:59,6466,107.7666667,0.534,0.663,0.514
77:32:00,6467,107.7833333,0.535,0.663,0.513
77:32:01,6468,107.8,0.535,0.664,0.514
77:32:02,6469,107.8166667,0.535,0.662,0.514
77:32:03,6470,107.8333333,0.534,0.663,0.514
77:32:04,6471,107.85,0.535,0.665,0.514
77:32:05,6472,107.8666667,0.536,0.664,0.514
77:32:06,6473,107.8833333,0.534,0.663,0.513
77:32:07,6474,107.9,0.534,0.663,0.515
77:32:08,6475,107.9166667,0.535,0.665,0.513
77:32:09,6476,107.9333333,0.536,0.664,0.515
77:32:10,6477,107.95,0.535,0.664,0.514
77:32:11,6478,107.9666667,0.535,0.663,0.514
77:32:12,6479,107.9833333,0.535,0.666,0.514
77:32:13,6480,108,0.536,0.664,0.514
77:32:14,6481,108.0166667,0.535,0.664,0.514
77:32:15,6482,108.0333333,0.534,0.663,0.515
77:32:16,6483,108.05,0.534,0.666,0.514
77:32:17,6484,108.0666667,0.536,0.666,0.514
77:32:18,6485,108.0833333,0.535,0.666,0.515
77:32:19,6486,108.1,0.534,0.665,0.514
77:32:20,6487,108.1166667,0.534,0.666,0.515
77:32:21,6488,108.1333333,0.535,0.666,0.514
77:32:22,6489,108.15,0.535,0.665,0.514
77:32:23,6490,108.1666667,0.534,0.665,0.514
77:32:24,6491,108.1833333,0.534,0.665,0.515
77:32:25,6492,108.2,0.535,0.667,0.514
77:32:26,6493,108.2166667,0.536,0.666,0.515
77:32:27,6494,108.2333333,0.535,0.666,0.514
77:32:28,6495,108.25,0.535,0.664,0.515
77:32:29,6496,108.2666667,0.534,0.666,0.514
77:32:30,6497,108.2833333,0.535,0.664,0.514
77:32:31,6498,108.3,0.535,0.665,0.514
77:32:32,6499,108.3166667,0.534,0.664,0.514
77:32:33,6500,108.3333333,0.534,0.665,0.515
77:32:34,6501,108.35,0.535,0.665,0.514
77:32:35,6502,108.3666667,0.535,0.666,0.515
77:32:36,6503,108.3833333,0.534,0.664,0.514
77:32:37,6504,108.4,0.534,0.665,0.515
77:32:38,6505,108.4166667,0.535,0.665,0.514
77:32:39,6506,108.4333333,0.535,0.665,0.515
77:32:40,6507,108.45,0.534,0.664,0.514
77:32:41,6508,108.4666667,0.534,0.664,0.515
77:32:42,6509,108.4833333,0.534,0.666,0.514
77:32:43,6510,108.5,0.535,0.666,0.515
77:32:44,6511,108.5166667,0.535,0.666,0.514
77:32:45,6512,108.5333333,0.534,0.665,0.515
77:32:46,6513,108.55,0.534,0.666,0.514
77:32:47,6514,108.5666667,0.535,0.666,0.515
77:32:48,6515,108.5833333,0.535,0.666,0.514
77:32:49,6516,108.6,0.534,0.665,0.515
77:32:50,6517,108.6166667,0.534,0.666,0.515
77:32:51,6518,108.6333333,0.535,0.666,0.514
77:32:52,6519,108.65,0.535,0.666,0.514
77:32:53,6520,108.6666667,0.535,0.665,0.514
77:32:54,6521,108.6833333,0.534,0.665,0.515
77:32:55,6522,108.7,0.534,0.666,0.514
77:32:56,6523,108.7166667,0.535,0.666,0.515
77:32:57,6524,108.7333333,0.535,0.665,0.514
77:32:58,6525,108.75,0.534,0.664,0.515
77:32:59,6526,108.7666667,0.534,0.665,0.515
77:33:00,6527,108.7833333,0.534,0.666,0.515
77:33:01,6528,108.8,0.535,0.666,0.514
77:33:02,6529,108.8166667,0.535,0.665,0.515
77:33:03,6530,108.8333333,0.534,0.665,0.514
77:33:04,6531,108.85,0.535,0.664,0.515
77:33:05,6532,108.8666667,0.535,0.667,0.514
77:33:06,6533,108.8833333,0.536,0.666,0.515
77:33:07,6534,108.9,0.535,0.666,0.515
77:33:08,6535,108.9166667,0.534,0.665,0.515
77:33:09,6536,108.9333333,0.534,0.666,0.515
77:33:10,6537,108.95,0.535,0.666,0.514
77:33:11,6538,108.9666667,0.535,0.667,0.515
77:33:12,6539,108.9833333,0.535,0.666,0.515
77:33:13,6540,109,0.534,0.666,0.515
77:33:14,6541,109.0166667,0.534,0.667,0.515
77:33:15,6542,109.0333333,0.535,0.668,0.515
77:33:16,6543,109.05,0.535,0.667,0.514
77:33:17,6544,109.0666667,0.535,0.666,0.516
77:33:18,6545,109.0833333,0.534,0.666,0.515
77:33:19,6546,109.1,0.535,0.666,0.516
77:33:20,6547,109.1166667,0.535,0.667,0.514
77:33:21,6548,109.1333333,0.536,0.665,0.515
77:33:22,6549,109.15,0.534,0.666,0.514
77:33:23,6550,109.1666667,0.535,0.666,0.515
77:33:24,6551,109.1833333,0.535,0.668,0.515
77:33:25,6552,109.2,0.536,0.667,0.516
77:33:26,6553,109.2166667,0.535,0.667,0.515
77:33:27,6554,109.2333333,0.534,0.667,0.515
77:33:28,6555,109.25,0.534,0.669,0.516
77:33:29,6556,109.2666667,0.536,0.668,0.515
77:33:30,6557,109.2833333,0.535,0.667,0.515
77:33:31,6558,109.3,0.534,0.666,0.515
77:33:32,6559,109.3166667,0.534,0.667,0.516
77:33:33,6560,109.3333333,0.534,0.668,0.515
77:33:34,6561,109.35,0.536,0.668,0.516
77:33:35,6562,109.3666667,0.536,0.668,0.514
77:33:36,6563,109.3833333,0.536,0.666,0.516
77:33:37,6564,109.4,0.534,0.667,0.515
77:33:38,6565,109.4166667,0.535,0.666,0.516
77:33:39,6566,109.4333333,0.535,0.668,0.514
77:33:40,6567,109.45,0.536,0.667,0.516
77:33:41,6568,109.4666667,0.535,0.667,0.515
77:33:42,6569,109.4833333,0.535,0.666,0.516
77:33:43,6570,109.5,0.534,0.667,0.515
77:33:44,6571,109.5166667,0.535,0.668,0.515
77:33:45,6572,109.5333333,0.535,0.669,0.515
77:33:46,6573,109.55,0.536,0.668,0.516
77:33:47,6574,109.5666667,0.535,0.668,0.516
77:33:48,6575,109.5833333,0.535,0.667,0.515
77:33:49,6576,109.6,0.535,0.668,0.516
77:33:50,6577,109.6166667,0.536,0.67,0.515
77:33:51,6578,109.6333333,0.536,0.669,0.516
77:33:52,6579,109.65,0.536,0.668,0.515
77:33:53,6580,109.6666667,0.536,0.667,0.516
77:33:54,6581,109.6833333,0.535,0.668,0.515
77:33:55,6582,109.7,0.536,0.668,0.516
77:33:56,6583,109.7166667,0.536,0.67,0.515
77:33:57,6584,109.7333333,0.536,0.669,0.517
77:33:58,6585,109.75,0.536,0.668,0.516
77:33:59,6586,109.7666667,0.535,0.667,0.516
77:34:00,6587,109.7833333,0.534,0.668,0.516
77:34:01,6588,109.8,0.535,0.668,0.516
77:34:02,6589,109.8166667,0.536,0.669,0.515
77:34:03,6590,109.8333333,0.536,0.668,0.516
77:34:04,6591,109.85,0.535,0.668,0.516
77:34:05,6592,109.8666667,0.535,0.668,0.516
77:34:06,6593,109.8833333,0.535,0.67,0.516
77:34:07,6594,109.9,0.536,0.67,0.515
77:34:08,6595,109.9166667,0.537,0.67,0.516
77:34:09,6596,109.9333333,0.536,0.669,0.515
77:34:10,6597,109.95,0.536,0.669,0.516
77:34:11,6598,109.9666667,0.535,0.67,0.515
77:34:12,6599,109.9833333,0.536,0.669,0.516
77:34:13,6600,110,0.536,0.67,0.515
77:34:14,6601,110.0166667,0.536,0.668,0.516
77:34:15,6602,110.0333333,0.535,0.668,0.515
77:34:16,6603,110.05,0.536,0.667,0.516
77:34:17,6604,110.0666667,0.536,0.669,0.515
77:34:18,6605,110.0833333,0.537,0.668,0.516
77:34:19,6606,110.1,0.536,0.669,0.516
77:34:20,6607,110.1166667,0.535,0.668,0.516
77:34:21,6608,110.1333333,0.535,0.67,0.516
77:34:22,6609,110.15,0.537,0.67,0.516
77:34:23,6610,110.1666667,0.537,0.671,0.516
77:34:24,6611,110.1833333,0.536,0.669,0.515
77:34:25,6612,110.2,0.536,0.67,0.516
77:34:26,6613,110.2166667,0.536,0.671,0.515
77:34:27,6614,110.2333333,0.537,0.671,0.516
77:34:28,6615,110.25,0.537,0.671,0.515
77:34:29,6616,110.2666667,0.536,0.669,0.516
77:34:30,6617,110.2833333,0.535,0.67,0.516
77:34:31,6618,110.3,0.536,0.671,0.517
77:34:32,6619,110.3166667,0.537,0.672,0.515
77:34:33,6620,110.3333333,0.537,0.671,0.516
77:34:34,6621,110.35,0.535,0.671,0.516
77:34:35,6622,110.3666667,0.536,0.67,0.516
77:34:36,6623,110.3833333,0.535,0.672,0.516
77:34:37,6624,110.4,0.537,0.671,0.516
77:34:38,6625,110.4166667,0.536,0.671,0.516
77:34:39,6626,110.4333333,0.536,0.669,0.516
77:34:40,6627,110.45,0.535,0.67,0.516
77:34:41,6628,110.4666667,0.536,0.671,0.516
77:34:42,6629,110.4833333,0.537,0.672,0.517
77:34:43,6630,110.5,0.537,0.672,0.516
77:34:44,6631,110.5166667,0.536,0.671,0.517
77:34:45,6632,110.5333333,0.535,0.671,0.516
77:34:46,6633,110.55,0.536,0.672,0.517
77:34:47,6634,110.5666667,0.537,0.672,0.515
77:34:48,6635,110.5833333,0.537,0.671,0.517
77:34:49,6636,110.6,0.536,0.671,0.516
77:34:50,6637,110.6166667,0.536,0.67,0.517
77:34:51,6638,110.6333333,0.537,0.672,0.516
77:34:52,6639,110.65,0.538,0.671,0.517
77:34:53,6640,110.6666667,0.537,0.67,0.516
77:34:54,6641,110.6833333,0.536,0.668,0.517
77:34:55,6642,110.7,0.535,0.669,0.517
77:34:56,6643,110.7166667,0.537,0.669,0.517
77:34:57,6644,110.7333333,0.537,0.67,0.517
77:34:58,6645,110.75,0.537,0.668,0.516
77:34:59,6646,110.7666667,0.536,0.669,0.517
77:35:00,6647,110.7833333,0.536,0.67,0.516
77:35:01,6648,110.8,0.537,0.671,0.517
77:35:02,6649,110.8166667,0.537,0.671,0.516
77:35:03,6650,110.8333333,0.537,0.669,0.517
77:35:04,6651,110.85,0.536,0.669,0.516
77:35:05,6652,110.8666667,0.536,0.67,0.517
77:35:06,6653,110.8833333,0.537,0.671,0.516
77:35:07,6654,110.9,0.537,0.67,0.516
77:35:08,6655,110.9166667,0.535,0.67,0.516
77:35:09,6656,110.9333333,0.536,0.67,0.517
77:35:10,6657,110.95,0.537,0.673,0.516
77:35:11,6658,110.9666667,0.538,0.672,0.517
77:35:12,6659,110.9833333,0.536,0.671,0.517
77:35:13,6660,111,0.536,0.669,0.516
77:35:14,6661,111.0166667,0.536,0.671,0.517
77:35:15,6662,111.0333333,0.537,0.67,0.516
77:35:16,6663,111.05,0.537,0.67,0.517
77:35:17,6664,111.0666667,0.537,0.668,0.516
77:35:18,6665,111.0833333,0.536,0.669,0.517
77:35:19,6666,111.1,0.536,0.67,0.516
77:35:20,6667,111.1166667,0.537,0.67,0.517
77:35:21,6668,111.1333333,0.537,0.67,0.515
77:35:22,6669,111.15,0.536,0.669,0.517
77:35:23,6670,111.1666667,0.536,0.67,0.516
77:35:24,6671,111.1833333,0.538,0.671,0.517
77:35:25,6672,111.2,0.537,0.672,0.516
77:35:26,6673,111.2166667,0.537,0.671,0.517
77:35:27,6674,111.2333333,0.536,0.672,0.516
77:35:28,6675,111.25,0.538,0.673,0.517
77:35:29,6676,111.2666667,0.537,0.673,0.516
77:35:30,6677,111.2833333,0.537,0.671,0.517
77:35:31,6678,111.3,0.536,0.672,0.517
77:35:32,6679,111.3166667,0.537,0.672,0.517
77:35:33,6680,111.3333333,0.537,0.672,0.517
77:35:34,6681,111.35,0.537,0.671,0.516
77:35:35,6682,111.3666667,0.537,0.672,0.517
77:35:36,6683,111.3833333,0.536,0.672,0.516
77:35:37,6684,111.4,0.538,0.673,0.517
77:35:38,6685,111.4166667,0.538,0.673,0.516
77:35:39,6686,111.4333333,0.537,0.672,0.517
77:35:40,6687,111.45,0.537,0.673,0.517
77:35:41,6688,111.4666667,0.538,0.674,0.518
77:35:42,6689,111.4833333,0.538,0.675,0.516
77:35:43,6690,111.5,0.538,0.673,0.517
77:35:44,6691,111.5166667,0.537,0.674,0.516
77:35:45,6692,111.5333333,0.537,0.673,0.517
77:35:46,6693,111.55,0.537,0.675,0.516
77:35:47,6694,111.5666667,0.538,0.674,0.517
77:35:48,6695,111.5833333,0.538,0.674,0.516
77:35:49,6696,111.6,0.537,0.673,0.517
77:35:50,6697,111.6166667,0.537,0.674,0.518
77:35:51,6698,111.6333333,0.538,0.674,0.517
77:35:52,6699,111.65,0.538,0.674,0.517
77:35:53,6700,111.6666667,0.538,0.673,0.517
77:35:54,6701,111.6833333,0.537,0.673,0.518
77:35:55,6702,111.7,0.537,0.674,0.517
77:35:56,6703,111.7166667,0.538,0.674,0.517
77:35:57,6704,111.7333333,0.538,0.674,0.516
77:35:58,6705,111.75,0.538,0.673,0.517
77:35:59,6706,111.7666667,0.536,0.674,0.516
77:36:00,6707,111.7833333,0.537,0.673,0.518
77:36:01,6708,111.8,0.537,0.675,0.516
77:36:02,6709,111.8166667,0.538,0.674,0.518
77:36:03,6710,111.8333333,0.538,0.674,0.516
77:36:04,6711,111.85,0.537,0.672,0.517
77:36:05,6712,111.8666667,0.537,0.674,0.517
77:36:06,6713,111.8833333,0.538,0.675,0.518
77:36:07,6714,111.9,0.539,0.675,0.517
77:36:08,6715,111.9166667,0.541,0.673,0.517
77:36:09,6716,111.9333333,0.542,0.673,0.518
77:36:10,6717,111.95,0.542,0.673,0.518
77:36:11,6718,111.9666667,0.542,0.674,0.518
77:36:12,6719,111.9833333,0.544,0.676,0.517
77:36:13,6720,112,0.545,0.676,0.519
77:36:14,6721,112.0166667,0.544,0.675,0.517
77:36:15,6722,112.0333333,0.544,0.674,0.518
77:36:16,6723,112.05,0.543,0.675,0.518
77:36:17,6724,112.0666667,0.545,0.676,0.518
77:36:18,6725,112.0833333,0.545,0.677,0.517
77:36:19,6726,112.1,0.546,0.676,0.518
77:36:20,6727,112.1166667,0.544,0.676,0.517
77:36:21,6728,112.1333333,0.545,0.675,0.518
77:36:22,6729,112.15,0.544,0.677,0.518
77:36:23,6730,112.1666667,0.546,0.676,0.518
77:36:24,6731,112.1833333,0.546,0.677,0.518
77:36:25,6732,112.2,0.546,0.675,0.518
77:36:26,6733,112.2166667,0.545,0.676,0.518
77:36:27,6734,112.2333333,0.545,0.676,0.518
77:36:28,6735,112.25,0.546,0.677,0.519
77:36:29,6736,112.2666667,0.546,0.677,0.518
77:36:30,6737,112.2833333,0.546,0.676,0.518
77:36:31,6738,112.3,0.545,0.677,0.518
77:36:32,6739,112.3166667,0.546,0.676,0.519
77:36:33,6740,112.3333333,0.546,0.678,0.517
77:36:34,6741,112.35,0.547,0.677,0.519
77:36:35,6742,112.3666667,0.547,0.677,0.517
77:36:36,6743,112.3833333,0.546,0.676,0.519
77:36:37,6744,112.4,0.545,0.677,0.517
77:36:38,6745,112.4166667,0.546,0.677,0.519
77:36:39,6746,112.4333333,0.547,0.678,0.517
77:36:40,6747,112.45,0.547,0.676,0.518
77:36:41,6748,112.4666667,0.545,0.675,0.518
77:36:42,6749,112.4833333,0.546,0.675,0.518
77:36:43,6750,112.5,0.546,0.677,0.519
77:36:44,6751,112.5166667,0.547,0.676,0.518
77:36:45,6752,112.5333333,0.547,0.676,0.519
