"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"168:03:30","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:31","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:32","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:33","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:34","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:35","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:36","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:37","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:38","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:39","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:40","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:41","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:42","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:43","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:44","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:45","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:46","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:47","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:48","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:49","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:50","0.24","0.24","0.24","0.24","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:51","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:52","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:53","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:54","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:55","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:56","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:57","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:58","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:03:59","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:00","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:04:01","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:04:02","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:04:03","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:04","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:04:05","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:04:06","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:07","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:08","0.23","0.23","0.23","0.23","0.47","0.47","0.47","0.47","0.37","0.37","0.37","0.37"
"168:04:09","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:10","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:11","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:12","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:13","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:14","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:15","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:16","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:17","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:18","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:19","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:20","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:21","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:22","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:23","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:24","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:25","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:26","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:27","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:28","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:29","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:30","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:31","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:32","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:33","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:34","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:35","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.37","0.37","0.37","0.37"
"168:04:36","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:37","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:38","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:39","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:40","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:41","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:42","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:43","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:44","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:45","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:46","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:47","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:48","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:49","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:50","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:51","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:52","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:53","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:54","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:55","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:56","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:57","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:58","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:04:59","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:00","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:01","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:02","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:03","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:04","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:05","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:06","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:07","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:08","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:09","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:10","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:11","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:12","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:13","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:14","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:15","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:16","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:17","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:18","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:19","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:20","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:21","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:22","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:23","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:24","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:25","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:26","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:27","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:28","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:29","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:05:30","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:31","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:32","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:05:33","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:34","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:35","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:05:36","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:37","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:38","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:39","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:40","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:41","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:05:42","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:43","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:44","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:05:45","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:46","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:47","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:05:48","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:49","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:50","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:05:51","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:52","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:53","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:05:54","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:55","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:56","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:05:57","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:58","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:05:59","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:06:00","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:01","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:02","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:06:03","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:04","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:06:05","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:06","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:07","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:06:08","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:09","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:10","0.24","0.24","0.24","0.24","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:06:11","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:12","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:13","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:06:14","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:15","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:16","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:06:17","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:18","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:06:19","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:20","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:21","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.39","0.39","0.39","0.39"
"168:06:22","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:23","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:24","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:25","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:26","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:27","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:28","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:29","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:30","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:31","0.23","0.23","0.23","0.23","0.48","0.48","0.48","0.48","0.38","0.38","0.38","0.38"
"168:06:32","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:33","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:34","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:35","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:36","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:37","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:38","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:39","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:40","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:41","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:42","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:43","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:44","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:45","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:46","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:47","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:48","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:49","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:50","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:51","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:52","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:53","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:54","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:55","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:56","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:06:57","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:58","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:06:59","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:00","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:01","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:02","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:03","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:04","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:05","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:06","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:07","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:08","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:09","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:10","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:11","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:12","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:13","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:14","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:15","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:16","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:17","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:18","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:19","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:20","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:21","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:22","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:23","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:24","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:25","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:26","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:27","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:28","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:29","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:30","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.38","0.38","0.38","0.38"
"168:07:31","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:32","0.24","0.24","0.24","0.24","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:33","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:34","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
"168:07:35","0.23","0.23","0.23","0.23","0.49","0.49","0.49","0.49","0.39","0.39","0.39","0.39"
