"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"192:07:03","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:04","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:05","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:06","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:07","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:08","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:09","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:10","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:11","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:12","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:13","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:14","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:15","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:16","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:17","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:18","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:19","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:20","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:21","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:22","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:23","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:24","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:25","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:26","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:27","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:28","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:29","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:30","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:31","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:32","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:33","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:34","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:35","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:36","0.03","0.03","0.03","0.03","0.06","0.06","0.06","0.06","0.11","0.11","0.11","0.11"
"192:07:37","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.11","0.11","0.11","0.11"
"192:07:38","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.11","0.11","0.11","0.11"
"192:07:39","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:40","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:41","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:42","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:43","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:44","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:45","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:46","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:47","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:48","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:49","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:50","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:51","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:52","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:53","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:54","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:55","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:56","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:57","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:58","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:07:59","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:00","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:01","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:02","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:03","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:04","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:05","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:06","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:07","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:08","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:09","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:10","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:11","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:12","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:13","0.03","0.03","0.03","0.03","0.07","0.07","0.07","0.07","0.12","0.12","0.12","0.12"
"192:08:14","0.03","0.03","0.03","0.03","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:15","0.03","0.03","0.03","0.03","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:16","0.03","0.03","0.03","0.03","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:17","0.03","0.03","0.03","0.03","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:18","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:19","0.03","0.03","0.03","0.03","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:20","0.03","0.03","0.03","0.03","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:21","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:22","0.03","0.03","0.03","0.03","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:23","0.03","0.03","0.03","0.03","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:24","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:25","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:26","0.03","0.03","0.03","0.03","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:27","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:28","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:29","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:30","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:31","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:32","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:33","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:34","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:35","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:36","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:37","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:38","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:39","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:40","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.12","0.12","0.12","0.12"
"192:08:41","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:42","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:43","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:44","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:45","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:46","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:47","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:48","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:49","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:50","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:51","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:08:52","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:08:53","0.04","0.04","0.04","0.04","0.08","0.08","0.08","0.08","0.13","0.13","0.13","0.13"
"192:08:54","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:08:55","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:08:56","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:08:57","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:08:58","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:08:59","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:00","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:01","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:02","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:03","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:04","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:05","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:06","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:07","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:08","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:09","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:10","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:11","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:12","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:13","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:14","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:15","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:16","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:17","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:18","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:19","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:20","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:21","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:22","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:23","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:24","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:25","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:26","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:27","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:28","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:29","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:30","0.04","0.04","0.04","0.04","0.09","0.09","0.09","0.09","0.13","0.13","0.13","0.13"
"192:09:31","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:32","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:33","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:34","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:35","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:36","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:37","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:38","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:39","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.13","0.13","0.13","0.13"
"192:09:40","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:41","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:42","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:43","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:44","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:45","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:46","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:47","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:48","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:49","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:50","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:51","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:52","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:53","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:54","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:55","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:56","0.04","0.04","0.04","0.04","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:57","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:58","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:09:59","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:10:00","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:10:01","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:10:02","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:10:03","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:10:04","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:10:05","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:10:06","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:10:07","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:08","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:09","0.05","0.05","0.05","0.05","0.10","0.10","0.10","0.10","0.14","0.14","0.14","0.14"
"192:10:10","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:11","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:12","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:13","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:14","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:15","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:16","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:17","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:18","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:19","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:20","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:21","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:22","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:23","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:24","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:25","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:26","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:27","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:28","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:29","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:30","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:31","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:32","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:33","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:34","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:35","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:36","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:37","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:38","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:39","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:40","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:41","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:42","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.15","0.15","0.15","0.15"
"192:10:43","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.14","0.14","0.14","0.14"
"192:10:44","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.15","0.15","0.15","0.15"
"192:10:45","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.15","0.15","0.15","0.15"
"192:10:46","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.15","0.15","0.15","0.15"
"192:10:47","0.05","0.05","0.05","0.05","0.11","0.11","0.11","0.11","0.15","0.15","0.15","0.15"
"192:10:48","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:49","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:50","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:51","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:52","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:53","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:54","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:55","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:56","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:57","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:58","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:10:59","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:11:00","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:11:01","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:11:02","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:11:03","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:11:04","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:11:05","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:11:06","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:11:07","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
"192:11:08","0.05","0.05","0.05","0.05","0.12","0.12","0.12","0.12","0.15","0.15","0.15","0.15"
